zipcode,unemployment rate,median household income,white,black,hispanic,asian,poverty rate,total population,white rate,black rate,hispanic rate,asian rate,average family size
60002,4.8,76694,21217,540,1504,337,8.7,24217,87.61200809,2.229838543,6.210513276,1.391584424,3.14
60004,2.6,90000,41190,508,3949,4497,4.8,50941,80.85824778,0.997232092,7.752105377,8.827859681,3.08
60005,3.5,78053,22981,843,3413,2665,7.2,30148,76.22727876,2.796205387,11.3208173,8.839724028,3.12
60007,3.9,73026,25369,338,3686,3725,4.6,33691,75.29904129,1.003235285,10.94060728,11.0563652,3.11
60008,4.1,63358,13375,978,5434,1794,8.2,21930,60.98951208,4.459644323,24.77884177,8.180574555,3.28
60010,2.4,130748,37673,359,1950,5180,4.1,45680,82.47154116,0.785901926,4.26882662,11.33975482,3.16
60012,2.9,128844,9645,45,523,265,2.6,10653,90.53787665,0.422416221,4.909415188,2.487562189,3.06
60013,3.7,98459,23040,455,1543,689,6.9,26166,88.05319881,1.738897806,5.896965528,2.633188107,3.28
60014,3.3,84478,39986,683,6073,1165,6.2,48553,82.35536424,1.406710193,12.50798097,2.399439787,3.23
60015,4,141268,23974,241,873,1902,3.6,27357,87.63387798,0.880944548,3.191139379,6.952516723,3.19
60016,3.2,63829,33335,2544,8152,14106,9.7,59255,56.25685596,4.293308582,13.75748882,23.80558603,3.22
60018,3.8,59758,15474,661,11322,3040,14.2,30955,49.98869326,2.135357777,36.57567437,9.820707479,3.65
60020,5.2,54026,8568,112,794,222,9.3,9761,87.77789161,1.14742342,8.134412458,2.274357136,2.96
60021,6.2,101182,4630,0,687,97,8.6,5547,83.46854155,0,12.38507301,1.748692987,3.16
60022,0.8,204118,7636,162,441,305,3.2,8563,89.17435478,1.891860329,5.15006423,3.561835805,3.21
60025,2.7,92410,31336,531,3097,5310,5.4,41054,76.32873776,1.293418425,7.543722902,12.93418425,3.35
60026,1.6,106283,9706,164,996,3126,4.4,14297,67.88836819,1.147093796,6.966496468,21.86472687,3.36
60029,1.4,167813,427,2,46,46,2.1,521,81.95777351,0.383877159,8.829174664,8.829174664,3.58
60030,4.1,83680,28681,929,4554,2095,6,37185,77.1305634,2.498319215,12.24687374,5.633992201,3.21
60031,4,87828,24286,2675,4947,4159,5.6,37525,64.71952032,7.128580946,13.18321119,11.08327781,3.28
60033,6.6,56329,8380,20,5042,0,13.2,13596,61.63577523,0.147102089,37.0844366,0,3.4
60034,4.4,59732,1766,23,248,8,7.9,2084,84.74088292,1.103646833,11.90019194,0.383877159,3.19
60035,2.9,137413,25587,440,2492,811,6.5,29803,85.85377311,1.47636144,8.361574338,2.721202564,3.03
60040,1.8,55427,2516,138,2575,131,17.4,5375,46.80930233,2.56744186,47.90697674,2.437209302,3.49
60041,5.2,61023,7390,31,1101,80,7.1,8772,84.24532604,0.353397173,12.55129959,0.911992704,3.04
60042,3.7,73257,7155,49,950,114,6.1,8390,85.28009535,0.584028605,11.32300358,1.358760429,2.98
60043,3.4,203750,2334,16,72,92,2.5,2547,91.63722026,0.628190027,2.826855124,3.612092658,3.49
60044,3.6,105331,7971,124,687,863,4.2,9849,80.93207432,1.259011067,6.975327444,8.762310895,3.19
60045,2.4,176108,17928,336,804,1394,3,20807,86.16331042,1.614841159,3.864084202,6.699668381,3.16
60046,5.2,89592,29057,653,2877,1643,3.3,34918,83.21496077,1.870095653,8.239303511,4.705309582,3.34
60047,3.2,132803,33791,698,3194,4388,3,42598,79.32532044,1.638574581,7.498004601,10.3009531,3.33
60048,2.3,128657,25477,342,981,1864,2.8,29012,87.81538674,1.178822556,3.381359437,6.424927616,3.19
60050,3.7,66771,27378,203,4162,707,7.9,32797,83.4771473,0.618959051,12.69018508,2.155684971,3.16
60051,3.5,79741,20125,215,2571,410,6.7,23624,85.18879106,0.910091432,10.88300034,1.735523197,3.1
60053,2.2,79978,13666,794,1521,6943,7.2,23391,58.42418024,3.394467958,6.502500962,29.68235646,3.36
60056,3.4,71064,36617,1325,9417,6918,5.6,55221,66.30991833,2.399449485,17.05329494,12.52784267,3.21
60060,3.6,89214,20278,694,11706,3620,7.5,37218,54.48438927,1.864689129,31.45252297,9.726476436,3.31
60061,3.2,98803,16511,814,3115,5824,7,27013,61.12242254,3.013363936,11.53148484,21.55998963,3.24
60062,1.8,106197,32063,679,1250,5741,4.3,40358,79.44645423,1.682442143,3.09727935,14.2251846,2.99
60064,6.7,34840,1533,6542,7130,319,27,15816,9.692716237,41.36317653,45.0809307,2.016944866,3.76
60067,2.5,97549,28290,753,2833,5028,5.5,37817,74.8076262,1.991167993,7.491339874,13.2956078,3.07
60068,2.1,98219,32545,166,2479,1850,4.4,37810,86.0751124,0.439037292,6.556466543,4.89288548,3.25
60069,2.2,101273,6755,83,237,781,5.5,7987,84.57493427,1.039188682,2.967321898,9.778389884,2.97
60070,1.9,60970,8953,222,5459,1432,9.4,16185,55.31665122,1.371640408,33.7287612,8.847698486,3.28
60071,3.3,58902,3054,49,266,68,14.7,3592,85.02227171,1.364142539,7.405345212,1.893095768,3.17
60072,8.7,113929,885,14,32,41,2.2,979,90.39836568,1.430030644,3.268641471,4.187946885,3.16
60073,4,68991,28823,3318,24670,3555,9.8,61774,46.65878849,5.371191764,39.93589536,5.754848318,3.71
60074,4,66774,21435,970,12809,3851,13.7,39812,53.84055059,2.436451321,32.17371647,9.672962926,3.37
60076,4.1,74964,16002,2636,3363,8628,7.8,32093,49.86134048,8.21362914,10.47892064,26.88436731,3.38
60077,3.4,60381,14633,1228,3621,8122,13.3,28470,51.39796277,4.313312259,12.71865121,28.52827538,3.5
60081,4.2,90917,9227,0,460,44,6.5,9838,93.78938809,0,4.675747103,0.447245375,3.13
60083,5.2,92522,6234,1920,1378,648,2.4,10413,59.86747335,18.43849035,13.23345818,6.222990493,3.48
60084,3.8,77105,12080,96,3516,1012,5.3,16832,71.76806084,0.570342205,20.88878327,6.012357414,3.3
60085,7.4,43370,10152,12867,43179,3951,20.4,71548,14.18907587,17.9837312,60.34969531,5.522166937,3.71
60087,5.7,56920,9287,3479,12024,584,10.9,26216,35.42493134,13.27052182,45.86512054,2.227647238,3.31
60088,0.7,53333,7588,1643,2138,552,10.9,12676,59.86115494,12.96150205,16.86651941,4.354686021,3.3
60089,3.4,106630,29176,823,2269,8604,4.6,41601,70.1329295,1.978317829,5.454195813,20.68219514,3.14
60090,3.2,62478,18515,1210,11890,6036,11.6,38309,48.33067947,3.158526717,31.03709311,15.75608865,3.38
60091,2.6,148462,22168,156,850,3532,3.3,27335,81.09749406,0.570696909,3.10956649,12.92116334,3.28
60093,1.6,173919,17086,38,824,1108,3.9,19404,88.05400948,0.19583591,4.246547104,5.710162853,3.27
60096,4.1,83267,6147,105,537,139,4.2,7009,87.70152661,1.498073905,7.661577971,1.983164503,3.04
60097,5.2,64688,9417,4,595,105,8,10447,90.14071025,0.038288504,5.695414952,1.005073227,3.02
60098,3.9,63864,24725,902,6259,490,12.6,32941,75.05843781,2.738228955,19.0006375,1.487507969,3.16
60099,6.9,50652,12016,8162,9224,695,17.7,30961,38.81011595,26.3621976,29.79231937,2.244759536,3.48
60101,5.1,59411,18434,1387,16363,2799,14.6,39405,46.78086537,3.519857886,41.52518716,7.103159498,3.56
60102,4.8,101946,26530,371,2744,2821,4,32958,80.49638934,1.125675102,8.325747922,8.559378603,3.24
60103,3.4,100994,28974,578,5179,6779,4.5,42409,68.32040369,1.362918248,12.21203047,15.98481454,3.44
60104,8,55471,987,14413,3379,168,11.3,19031,5.186275025,75.7343282,17.75524145,0.882770217,3.72
60106,4.5,62604,9250,721,9271,890,10.5,20300,45.56650246,3.551724138,45.66995074,4.384236453,3.47
60107,4.5,80421,19794,1817,13242,5272,5.6,40967,48.31693802,4.435277174,32.32357751,12.86889448,3.55
60108,3.3,79126,16019,808,2909,2952,5.5,22851,70.1019649,3.535950287,12.73029627,12.91847184,3.1
60109,3.9,74688,630,0,5,0,11.1,635,99.21259843,0,0.787401575,0,3.24
60110,4.8,61287,12832,3049,20454,2578,16.9,39380,32.58506856,7.742508888,51.9400711,6.546470289,3.97
60111,0,0,183,0,0,0,14.8,183,100,0,0,0,1.95
60112,5.5,65825,2950,312,1033,83,16.6,4416,66.80253623,7.065217391,23.39221014,1.879528986,3.71
60113,1.7,56250,268,13,64,0,2.5,353,75.92067989,3.682719547,18.13031161,0,3.15
60115,7.9,41539,30413,6599,5716,2005,29.9,45644,66.63088248,14.45754097,12.52300412,4.392691263,3.18
60118,3.6,86307,13083,205,1523,905,5.9,15831,82.64165245,1.294927674,9.620365106,5.716631925,3.07
60119,4,99923,8783,231,858,214,3.6,10192,86.17543171,2.266483516,8.418367347,2.099686028,3.17
60120,5.8,55603,14956,2334,30609,2558,15.7,51244,29.18585591,4.554679572,59.73187105,4.991803919,4.03
60123,5,59952,22829,4008,17900,2619,12.6,48177,47.38568196,8.319322498,37.15465886,5.436203998,3.48
60124,2.5,103466,15763,1285,2735,1844,4.7,21739,72.51023506,5.911035466,12.58107549,8.482450895,3.17
60126,3,103454,39929,744,3945,2944,3.7,48269,82.72182975,1.541361951,8.17294744,6.099152665,3.38
60129,2,67500,180,0,34,0,27.6,214,84.11214953,0,15.88785047,0,3.21
60130,5.9,55359,6998,4541,1219,1074,10.1,14127,49.53634884,32.14412119,8.628866709,7.602463368,2.9
60131,4.8,60163,8838,45,8321,587,7.7,18070,48.90979524,0.249031544,46.0486995,3.248478141,3.61
60133,5.1,70550,13788,2933,14681,5838,10.6,38479,35.83253203,7.622339458,38.15327841,15.17191195,3.8
60134,3.6,110691,27071,37,1453,496,4.8,29279,92.45875884,0.126370436,4.962601182,1.694046928,3.15
60135,3.2,62695,5688,45,813,22,9.7,6723,84.60508701,0.669344043,12.09281571,0.327234865,3.17
60136,4.6,105087,4577,597,1193,1180,0,7638,59.92406389,7.816182247,15.61927206,15.44907044,3.61
60137,2.7,103217,30757,1078,2591,3022,5.5,38280,80.34743992,2.816091954,6.768547544,7.89446186,3.26
60139,4.5,62697,11934,2382,10942,7942,11.2,34547,34.54424407,6.894954699,31.67279359,22.98897155,3.57
60140,2,86767,14217,31,1672,463,7.3,16707,85.09606752,0.185550967,10.00778117,2.77129347,3.22
60141,5.3,0,97,87,25,0,100,209,46.41148325,41.62679426,11.96172249,0,-
60142,1.8,77101,23052,412,2828,1477,4.2,27886,82.66513663,1.477443879,10.14128954,5.296564584,3.08
60143,3.2,87117,8566,210,1125,630,3.7,10623,80.63635508,1.9768427,10.59022875,5.930528099,3.01
60144,0,64583,57,0,0,21,0,78,73.07692308,0,0,26.92307692,3.05
60145,4.3,80188,2454,23,366,0,13,2933,83.6685987,0.78418002,12.47869076,0,3.32
60146,6.1,59240,2391,0,133,4,8.2,2584,92.53095975,0,5.147058824,0.154798762,3.23
60148,3.6,75250,37230,2934,5474,6080,6.2,52516,70.89268033,5.586868764,10.42348998,11.57742402,3.15
60150,7.1,64464,1474,10,159,2,10,1666,88.47539016,0.600240096,9.543817527,0.120048019,3.09
60151,3.5,82269,3941,44,134,18,3.3,4203,93.76635736,1.046871282,3.188198906,0.428265525,3.03
60152,3.8,78936,10790,111,1443,1,10.5,12534,86.0858465,0.885591192,11.5126855,0.007978299,3.02
60153,9.1,47538,1002,16611,6178,133,19.1,23981,4.178307827,69.26733664,25.76206163,0.55460573,3.89
60154,3,76408,9216,2962,3624,613,5.6,16750,55.02089552,17.68358209,21.6358209,3.659701493,3.17
60155,11,53100,1412,5949,223,138,7.8,7892,17.89153573,75.38013178,2.825646224,1.748606183,3.24
60156,3.5,87647,22142,678,4027,1367,5.1,28867,76.70350227,2.348702671,13.95018533,4.735511137,3.38
60157,3.8,101875,2247,9,29,203,2.9,2495,90.06012024,0.360721443,1.162324649,8.136272545,3.24
60160,4.7,47759,5005,1615,18909,208,19.4,25559,19.58214328,6.318713565,73.98176767,0.813803357,3.96
60162,6,52367,1805,3524,2628,104,10.6,8159,22.12280917,43.19156759,32.20982964,1.274666013,3.48
60163,3.4,68750,1627,1708,1525,197,7.5,5197,31.30652299,32.86511449,29.34385222,3.790648451,3.59
60164,4.8,56738,7456,620,12881,458,12.5,21503,34.6742315,2.883318607,59.90326931,2.129935358,3.91
60165,4.2,41512,262,119,4422,110,15.7,4949,5.293998788,2.404526167,89.35138412,2.222671247,4.16
60169,4.8,72002,14458,1882,7268,9578,6.1,33965,42.56734874,5.540998086,21.39849845,28.19961725,3.39
60171,4.2,46910,6923,160,2852,146,12.4,10232,67.66028147,1.563721658,27.87333855,1.426896013,3.3
60172,3.3,81172,18583,1120,2645,2030,4.6,24848,74.78670316,4.507405023,10.6447199,8.169671603,3.27
60173,2.7,79024,5427,478,1017,5109,5.7,12490,43.45076061,3.827061649,8.142514011,40.90472378,3
60174,2.9,81667,25956,527,3459,1195,5.7,31596,82.14963919,1.66793265,10.9475883,3.78212432,3.16
60175,3.1,138006,23273,441,1051,671,2.5,25833,90.09019471,1.707118802,4.068439593,2.59745287,3.32
60176,5,55999,7402,171,3444,407,13.7,11779,62.84064861,1.451736141,29.23847525,3.455301808,3.28
60177,4.2,89500,16747,934,4070,1264,5.8,23392,71.59285226,3.992818057,17.39911081,5.403556772,3.46
60178,4.8,73672,19474,665,1473,390,8.4,22304,87.31169297,2.981527977,6.604196557,1.74856528,3.18
60180,6.7,52500,2022,5,34,0,24.4,2056,98.3463035,0.243190661,1.653696498,0,3.57
60181,3.5,70276,17921,1705,5835,2652,9.7,28748,62.33824962,5.930847363,20.29706414,9.224989564,3.34
60184,4,132989,2242,6,52,139,2.1,2433,92.14960954,0.246609125,2.137279079,5.713111385,2.99
60185,3.4,75093,16871,621,16387,2237,9.3,36242,46.55096297,1.713481596,45.21549583,6.172396667,3.84
60187,2.8,97343,25099,1174,1195,1388,5.5,29454,85.21423236,3.985876282,4.057173898,4.712432946,3.25
60188,4.4,78738,26006,2684,6090,7585,8,42876,60.65397892,6.259912305,14.20375035,17.69054949,3.36
60189,3.3,95787,24792,1162,1904,2060,4.2,30704,80.74517978,3.784523189,6.20114643,6.709223554,3.17
60190,2.3,104468,9898,215,435,351,2.8,11137,88.87492143,1.930501931,3.905899255,3.15165664,2.99
60191,3.8,67329,9385,215,3565,1139,9.6,14365,65.33240515,1.496693352,24.81726418,7.928994083,3.34
60192,1.7,122892,9604,263,921,4773,1.1,16026,59.92761762,1.64108324,5.746911269,29.78285286,3.19
60193,3.4,78995,27940,1289,3123,6966,5.5,40317,69.30079123,3.197162487,7.746112062,17.27807129,3.15
60194,3.8,73538,10803,763,2947,3684,8.7,18649,57.92803904,4.091372192,15.8024559,19.75441042,3.16
60195,3.8,82755,2177,84,407,2168,9.4,4970,43.8028169,1.690140845,8.189134809,43.62173038,2.91
60201,3.1,75401,26235,5675,4501,5345,17.4,42880,61.1823694,13.23460821,10.49673507,12.46501866,3.18
60202,3.2,74532,18019,7095,4179,1913,8.7,32677,55.14276096,21.71251951,12.7888117,5.854270588,3.21
60203,4.1,110950,2849,414,253,457,1.8,4199,67.84948797,9.859490355,6.025244106,10.8835437,3.19
60301,3.8,74632,1327,614,264,285,9.6,2555,51.93737769,24.03131115,10.33268102,11.15459883,2.66
60302,4.5,83145,20419,6569,2465,1366,9.5,32096,63.61851944,20.46672483,7.680084746,4.255982054,3.1
60304,3.9,100842,11621,3153,1311,708,6.1,17578,66.1110479,17.93719422,7.458186369,4.027761975,3.38
60305,2,106947,8819,747,715,693,4.6,11215,78.63575568,6.660722247,6.375390103,6.179224253,3.09
60401,4.1,64684,6968,22,590,0,8.5,7625,91.38360656,0.28852459,7.737704918,0,3.14
60402,4.5,60045,17993,3474,39870,2012,12,63963,28.13032534,5.43126495,62.33291121,3.145568532,3.8
60403,3.3,54083,10370,3208,3512,661,11.4,18157,57.11295919,17.66811698,19.34240238,3.640469241,3.17
60404,3.1,97959,14708,888,2275,265,5.4,18587,79.13057513,4.777532684,12.23973745,1.425727659,3.34
60406,8.7,40765,4919,6631,12629,119,20.7,24909,19.74788229,26.62090008,50.70055,0.47773897,3.62
60407,5,59537,1619,0,105,4,11.3,1753,92.35596121,0,5.989731888,0.228180262,3.31
60408,4,63372,5152,20,311,10,11.1,5549,92.84555776,0.360425302,5.604613444,0.180212651,3.33
60409,11.7,42429,3619,28433,4925,31,21.6,37190,9.731110514,76.45334767,13.24280721,0.083355741,3.5
60410,3.5,87020,10753,157,1355,108,6.2,12619,85.21277439,1.244155638,10.73777637,0.855852286,3.37
60411,10.2,43378,12405,30132,14687,226,24.3,58374,21.25089937,51.61887142,25.16017405,0.387158667,3.64
60415,4.3,44221,10551,1552,1625,360,25.7,14338,73.58766913,10.82438276,11.33351932,2.510810434,3.48
60416,4.5,71154,8278,158,498,58,10,9122,90.74764306,1.732076299,5.459329094,0.635825477,3.22
60417,5,67452,10266,3774,1110,158,8.6,15516,66.16395978,24.3232792,7.153905646,1.018303687,3.24
60419,14.6,44039,895,20742,986,120,26.5,22810,3.923717668,90.93380096,4.322665498,0.52608505,3.61
60420,2.5,58676,4614,219,220,40,12.1,5154,89.52270081,4.249126892,4.268529298,0.776096236,2.78
60421,4.1,80156,3322,88,319,3,6.8,3828,86.7816092,2.298850575,8.333333333,0.078369906,3.05
60422,8.4,103023,3890,5484,381,148,9.5,9821,39.60900112,55.83952754,3.879442012,1.50697485,3.38
60423,4.6,100098,26516,1431,1758,859,3.8,31049,85.40049599,4.608844085,5.6620181,2.766594737,3.38
60424,5.2,57031,2129,12,162,29,8.6,2337,91.09970047,0.513478819,6.931964056,1.240907146,2.92
60425,10.6,54760,1905,6108,743,29,13.2,8998,21.17137142,67.8817515,8.257390531,0.322293843,3.38
60426,9.1,25705,1211,21445,6522,362,34.6,29784,4.065941445,72.0017459,21.89766317,1.215417674,4.01
60428,7.3,35807,1061,9888,1154,115,25.1,12344,8.595268957,80.1036941,9.348671419,0.931626701,3.86
60429,8.7,54420,1625,13137,779,26,14.5,15532,10.46227144,84.58022148,5.01545197,0.167396343,3.51
60430,3.5,72715,10105,7327,1283,439,6.2,19835,50.94529871,36.93975296,6.468364003,2.21325939,3.04
60431,3.8,90903,15616,2535,4448,663,3.7,23843,65.49511387,10.63205134,18.65537055,2.780690349,3.52
60432,4.9,38191,4408,4340,10971,82,25.7,20222,21.79804174,21.46177431,54.25279399,0.405498962,3.85
60433,7.2,45792,4936,5816,6246,30,17.9,17259,28.59957124,33.69836028,36.18981401,0.173822354,3.74
60435,5.7,52102,26318,8227,13271,1012,13.9,49835,52.8102739,16.50847798,26.6298786,2.030701314,3.47
60436,5.2,53409,6902,4338,6630,377,18.6,18711,36.88739244,23.18422318,35.4337021,2.01485757,3.66
60437,0.7,41429,151,0,5,0,14.1,156,96.79487179,0,3.205128205,0,2.76
60438,7.9,48054,12733,11185,4272,308,14.9,28961,43.96602327,38.62090397,14.75087186,1.063499189,3.19
60439,3.3,91235,20786,352,1658,585,6.3,23700,87.70464135,1.485232068,6.995780591,2.46835443,3.31
60440,3.9,72403,19692,11210,15944,4569,9.3,52791,37.30181281,21.23468015,30.20211779,8.654884355,3.67
60441,3.8,75175,28086,2992,3633,486,6.9,35662,78.75609893,8.389882788,10.18731423,1.362795132,3.34
60442,4.9,91702,9657,20,537,52,2.5,10360,93.21428571,0.193050193,5.183397683,0.501930502,3.51
60443,9.3,77925,3951,16084,948,82,11.8,21422,18.44365605,75.08169172,4.42535711,0.382784054,3.62
60444,4.9,73875,1528,0,107,33,13.8,1671,91.44225015,0,6.403351287,1.97486535,2.79
60445,5,58036,19193,1919,4241,369,8.2,26258,73.09391424,7.308248915,16.15126818,1.405286008,3.2
60446,3,72739,19193,4243,13064,2631,6.7,39950,48.04255319,10.62077597,32.7008761,6.585732165,3.89
60447,4.8,78516,11551,166,2026,124,8.1,14097,81.93941973,1.177555508,14.37185217,0.879619777,3.48
60448,3.6,100265,23014,345,1591,457,2.9,25704,89.53470277,1.342203548,6.189698101,1.777933396,3.36
60449,4.2,83095,7104,1383,624,295,2.5,9516,74.65321564,14.5334174,6.557377049,3.100042034,3.08
60450,3.3,66495,18550,289,1543,112,10.6,20650,89.83050847,1.399515738,7.472154964,0.542372881,2.82
60451,3.9,105146,32205,242,2117,224,2.8,35282,91.27883907,0.68590216,6.000226745,0.634884644,3.46
60452,4,73356,22022,1479,3925,785,8,28459,77.38149619,5.196949998,13.79177062,2.758354123,3.37
60453,4.7,61398,38960,3768,11531,1656,9.9,56754,68.64714381,6.639179617,20.31751066,2.91785601,3.31
60455,5.9,54075,11972,566,2762,1095,18.7,16552,72.32962784,3.419526341,16.68680522,6.615514741,3.52
60456,2.9,45926,3235,18,1008,1,13.1,4344,74.47053407,0.414364641,23.20441989,0.023020258,3.23
60457,4.3,63865,11221,442,1953,81,10.3,13852,81.00635287,3.190874964,14.09904707,0.584753104,3.32
60458,7.1,47411,8646,2809,3051,446,19.5,15139,57.1107735,18.5547262,20.15324658,2.946033424,3.51
60459,5.4,55960,18875,937,8471,436,10.8,29040,64.99655647,3.226584022,29.17011019,1.50137741,3.76
60460,1.7,61635,1275,0,5,0,6,1280,99.609375,0,0.390625,0,3.02
60461,5.1,98449,987,3641,31,91,1.9,4840,20.39256198,75.22727273,0.640495868,1.880165289,3.18
60462,2.8,82986,32595,1670,3759,1471,5.1,40120,81.24376869,4.162512463,9.369391825,3.666500499,3.14
60463,4.1,80401,13491,295,667,318,4.9,14904,90.51932367,1.979334407,4.475308642,2.133655395,3.05
60464,3.4,78486,8474,42,742,217,5.3,9618,88.10563527,0.436681223,7.714701601,2.256186317,3.15
60465,3.9,57956,14376,764,1753,409,12.1,17570,81.82128628,4.348321002,9.977233921,2.327831531,3.27
60466,8.1,50535,5780,14180,1370,91,16.3,22036,26.22980577,64.34924669,6.217099292,0.41296061,3.33
60467,3.8,96474,22825,416,1865,1441,3,27076,84.29974886,1.536416014,6.88801891,5.322056434,3.24
60468,8.1,81595,5572,12,323,21,3.5,6039,92.26693161,0.198708395,5.348567644,0.347739692,3.33
60469,10.7,37885,1534,806,3483,31,28.4,6010,25.52412646,13.4109817,57.95341098,0.515806988,4.43
60470,3.3,78542,575,0,15,0,4.1,592,97.12837838,0,2.533783784,0,3.01
60471,11.4,50896,1515,11903,342,219,20.1,14086,10.75535993,84.50234275,2.427942638,1.554735198,3.54
60472,4.8,30064,107,4667,202,12,35.3,5055,2.116716123,92.32443126,3.996043521,0.237388724,4.1
60473,10.1,61353,3437,17451,1357,116,11.6,22414,15.33416615,77.85758901,6.054251807,0.517533684,3.53
60474,4,66094,837,0,84,0,6.1,925,90.48648649,0,9.081081081,0,2.9
60475,6.7,44846,5664,2246,1571,99,17,9738,58.16389402,23.06428425,16.13267611,1.01663586,3.15
60476,6.6,56171,1813,394,315,45,10.8,2583,70.1897019,15.25358111,12.19512195,1.742160279,3.05
60477,3.7,65183,29931,1785,5132,874,10.5,38075,78.6106369,4.688115561,13.47866054,2.295469468,3.2
60478,13,57358,1036,14822,1148,111,11.7,17173,6.03272579,86.30990508,6.684912362,0.646363478,3.76
60479,2.9,75625,731,0,64,0,10.2,795,91.94968553,0,8.050314465,0,3.14
60480,3.2,86010,3990,121,636,329,5.1,5210,76.58349328,2.322456814,12.20729367,6.314779271,3.12
60481,4,59145,10525,70,870,90,14.3,11699,89.96495427,0.598341739,7.436533037,0.769296521,3.04
60482,4.6,52050,9708,208,862,117,11.2,11013,88.15036775,1.888677018,7.827113411,1.062380823,3.36
60484,8.4,49562,415,5819,139,54,12.6,6673,6.219091863,87.20215795,2.08302113,0.80923123,3.38
60487,3.4,99455,21445,930,1957,2068,5.3,26877,79.78941102,3.460207612,7.2813186,7.694311121,3.51
60490,4,116943,9947,3114,3369,4335,3.9,21757,45.71861929,14.31263501,15.4846716,19.92462196,3.89
60491,2.8,96600,20736,230,1249,433,3.9,22775,91.04720088,1.009879254,5.484083425,1.901207464,3.27
60501,6.2,50088,2410,852,8403,317,19.3,12002,20.07998667,7.098816864,70.01333111,2.641226462,4
60502,3.4,109764,13929,1820,2183,4076,3.2,22742,61.24791135,8.002814176,9.598979861,17.92278603,3.34
60503,3.5,106706,9895,1268,2861,2885,2.5,17101,57.86211333,7.414771066,16.73001579,16.87035846,3.69
60504,4.1,77507,19788,4655,6840,5901,8.7,37867,52.25658225,12.29302559,18.06322127,15.58348958,3.31
60505,5,47929,10965,6543,60235,595,19.5,78312,14.00168557,8.355041373,76.91669221,0.759781387,4.14
60506,5,60988,23061,6575,20654,1776,15.2,53582,43.03870703,12.27091187,38.54652682,3.31454593,3.64
60510,4.2,93750,25991,611,2010,433,5.5,29652,87.65344665,2.06056927,6.778632133,1.460272494,3.12
60511,4.2,93064,1614,6,18,0,5.4,1649,97.87750152,0.363856883,1.091570649,0,2.95
60512,3,57927,1406,0,338,0,30.5,1744,80.61926606,0,19.38073394,0,3.15
60513,3.4,78380,13150,1058,4261,316,8.1,18955,69.37483514,5.581640728,22.47955685,1.667106304,3.29
60514,1.9,103886,8392,128,751,714,5.9,10061,83.41119173,1.27223934,7.464466753,7.096710069,3.27
60515,3.2,83694,24819,471,1169,1495,6.3,28323,87.62842919,1.662959432,4.127387635,5.27839565,3.2
60516,3.6,87513,23713,1251,1644,1983,4.9,29006,81.7520513,4.312900779,5.66779287,6.836516583,3.09
60517,3.5,79986,20994,2711,3722,4390,6.5,32456,64.68449593,8.352846931,11.46783337,13.52600444,3.21
60518,5.4,55602,3217,9,205,17,12.3,3456,93.08449074,0.260416667,5.931712963,0.491898148,2.99
60519,0,0,17,0,23,0,0,40,42.5,0,57.5,0,5.83
60520,3.5,70161,2578,17,141,13,7.1,2764,93.27062229,0.615050651,5.10130246,0.470332851,3.18
60521,2.4,166936,15146,214,823,1835,4.3,18352,82.53051439,1.16608544,4.484524847,9.998910201,3.46
60523,1.7,101182,6539,393,273,2465,4.8,10006,65.35078953,3.927643414,2.728362982,24.63521887,2.92
60525,3.2,79926,24300,1506,4518,512,6.8,31295,77.64818661,4.812270331,14.43681099,1.636044097,3.26
60526,3.6,90322,11193,628,1546,110,5.6,13559,82.55033557,4.631610001,11.4020208,0.811269268,3.28
60527,2.9,85955,19641,1870,1722,3665,8.3,27728,70.83453549,6.744085401,6.210328909,13.21768609,3.03
60530,4.9,58438,445,12,9,0,11,490,90.81632653,2.448979592,1.836734694,0,2.97
60531,3.3,67536,1605,0,95,0,4,1712,93.75,0,5.549065421,0,2.89
60532,4,80914,20572,1280,1961,3421,6.1,27831,73.91757393,4.599187956,7.046099673,12.29204844,2.99
60534,3.6,47409,4600,473,5089,296,14.3,10581,43.47415178,4.470276911,48.09564313,2.797467158,3.6
60536,10.6,61250,150,0,0,2,30.3,152,98.68421053,0,0,1.315789474,2.88
60537,9,66250,629,0,35,0,14,664,94.72891566,0,5.271084337,0,3.07
60538,4,76232,16485,1556,9387,592,5.3,28117,58.63001031,5.534018565,33.38549632,2.105487783,3.57
60539,0,0,127,3,113,0,0,321,39.56386293,0.934579439,35.20249221,0,-
60540,4,112360,33070,1415,2974,5989,4.8,44925,73.61157485,3.149693934,6.619922092,13.3311074,3.22
60541,1.9,81382,3294,17,138,14,6.1,3518,93.63274588,0.483229107,3.922683343,0.397953383,3.35
60542,3.8,83702,12774,1023,2549,1021,5.9,17727,72.05957015,5.770858013,14.37919558,5.759575788,3.36
60543,3.9,98610,28789,2597,6075,1773,2.6,39859,72.22710053,6.515467021,15.24122532,4.448179834,3.48
60544,3.1,73710,18014,1960,4393,1069,5.8,26098,69.02444632,7.510154035,16.83270749,4.096099318,3.35
60545,5.1,65138,8134,1129,3792,0,14.3,13288,61.21312462,8.496387718,28.53702589,0,3.48
60546,4.6,74707,11137,521,3612,506,7.6,15887,70.10134072,3.279410839,22.73556996,3.18499402,3.25
60548,3.4,66911,10429,1,1387,20,5.8,11893,87.69023796,0.008408307,11.66232237,0.168166148,3.25
