zipcode,unemployment rate,median household income,white,black,hispanic,asian,poverty rate,total population,white rate,black rate,hispanic rate,asian rate,average family size
62871,3.4,45000,619,0,0,0,14.4,658,94.07294833,0,0,0,2.81
62872,4.7,55714,1006,0,9,2,15.7,1017,98.91838741,0,0.884955752,0.196656834,3.03
62874,1.1,27118,445,0,3,4,18.8,452,98.45132743,0,0.663716814,0.884955752,3.07
62875,9.1,66389,1189,14,46,0,9.3,1260,94.36507937,1.111111111,3.650793651,0,3.07
62876,5.2,41786,156,0,3,0,7.5,159,98.11320755,0,1.886792453,0,3.05
62877,2.4,49338,527,13,0,0,15.3,549,95.99271403,2.367941712,0,0,2.81
62878,10.4,52772,512,0,0,0,10.9,512,100,0,0,0,2.63
62879,6.8,31250,96,0,0,0,37.5,96,100,0,0,0,2.59
62880,9.6,41917,782,0,0,5,26.6,791,98.86219975,0,0,0.632111252,3.41
62881,4.7,46662,10402,65,158,99,15.6,10927,95.19538757,0.594856777,1.44595955,0.906012629,3.13
62882,7.1,40313,2291,25,27,8,24.1,2389,95.89786522,1.046462955,1.130179992,0.334868146,2.95
62883,6.9,65000,856,0,0,0,6.7,856,100,0,0,0,2.88
62884,5.6,43333,2549,22,63,0,15,2643,96.44343549,0.832387439,2.383654938,0,2.98
62885,5,57500,935,20,7,0,17.7,962,97.19334719,2.079002079,0.727650728,0,3.37
62886,5.3,56406,314,0,0,0,14.3,314,100,0,0,0,2.84
62887,4.8,51250,386,0,0,0,3.9,389,99.22879177,0,0,0,3.12
62888,4.1,54423,1990,0,4,0,8.6,2013,98.85742673,0,0.198708395,0,2.82
62889,3.5,55000,815,0,0,0,9,820,99.3902439,0,0,0,4.04
62890,4,50402,2617,31,7,0,17.3,2698,96.99777613,1.148999259,0.259451446,0,2.79
62891,7.4,44479,556,0,14,0,16.4,582,95.53264605,0,2.405498282,0,2.96
62892,3.8,63750,388,0,2,0,11.4,390,99.48717949,0,0.512820513,0,3
62893,4,65809,1019,0,0,0,10.2,1031,98.83608147,0,0,0,2.86
62894,5.3,53636,1065,2,0,4,9.8,1086,98.06629834,0.184162063,0,0.368324125,3.19
62895,1.3,46950,2117,4,20,0,11.2,2171,97.51266697,0.184246891,0.921234454,0,2.7
62896,4.4,36302,11745,102,67,42,19.1,12165,96.54747226,0.838471023,0.550760378,0.345252774,3.02
62897,0.9,49500,395,0,0,0,21.3,408,96.81372549,0,0,0,3.1
62898,4.6,66019,2198,2,36,17,12.6,2332,94.25385935,0.085763293,1.54373928,0.728987993,3
62899,1.5,44561,1768,9,38,72,28.1,1917,92.22743871,0.469483568,1.982263954,3.755868545,2.61
62901,5.3,23801,16141,6666,1731,1116,41.2,26515,60.87497643,25.14048652,6.528380162,4.208938337,3.18
62902,6.5,60216,3608,402,171,314,15.8,4810,75.01039501,8.357588358,3.555093555,6.528066528,3.02
62903,7.5,38419,2115,288,246,226,42.3,3126,67.65834933,9.213051823,7.869481766,7.2296865,3.01
62905,4.5,51736,500,0,59,1,11.5,560,89.28571429,0,10.53571429,0.178571429,2.85
62906,2.1,45714,6347,55,227,20,21.1,6917,91.75943328,0.795142403,3.281769553,0.289142692,3.18
62907,2.3,43212,1812,0,18,89,18.3,1978,91.60768453,0,0.910010111,4.499494439,2.56
62908,4.1,70139,466,0,7,4,8.7,482,96.68049793,0,1.452282158,0.829875519,2.98
62910,6.5,35106,1885,311,72,2,12.3,2317,81.35520069,13.42252913,3.107466552,0.086318515,2.86
62912,5.2,44750,944,11,6,0,9.7,972,97.11934156,1.131687243,0.617283951,0,2.99
62914,3.9,24388,876,1741,49,0,40.2,2775,31.56756757,62.73873874,1.765765766,0,2.9
62915,9.6,50469,353,0,46,19,13.3,421,83.847981,0,10.9263658,4.513064133,2.59
62916,3.7,70795,996,0,0,0,9.8,1014,98.22485207,0,0,0,3.41
62917,4.3,32159,2057,297,54,20,23.8,2494,82.47794707,11.90858059,2.165196472,0.801924619,3.26
62918,3.2,58409,9080,285,446,130,13.5,10225,88.80195599,2.787286064,4.361858191,1.271393643,3.16
62919,5.5,55774,1051,54,54,3,15.7,1199,87.65638032,4.503753128,4.503753128,0.250208507,2.99
62920,3.5,46038,2770,40,504,13,11.4,3381,81.92842354,1.183081928,14.9068323,0.384501627,3.03
62921,2.5,23281,148,168,28,0,32,367,40.32697548,45.77656676,7.629427793,0,3.73
62922,4.3,51852,2388,0,0,6,11.4,2416,98.8410596,0,0,0.248344371,3.01
62923,4.5,53750,393,39,0,0,7.3,480,81.875,8.125,0,0,2.93
62924,4.1,43409,2594,46,179,16,21.3,2932,88.47203274,1.568894952,6.105047749,0.545702592,2.69
62926,6.7,51563,2491,25,11,0,14.8,2533,98.34188709,0.98697197,0.434267667,0,3.72
62927,8.1,26875,337,0,0,0,34.6,341,98.82697947,0,0,0,2.89
62928,1.9,16250,123,0,0,0,26.8,123,100,0,0,0,3.24
62930,7.6,37063,5769,93,131,0,25.2,6114,94.35721295,1.521099117,2.142623487,0,3.37
62931,12.9,39886,1439,0,20,0,15.7,1474,97.62550882,0,1.356852103,0,2.48
62932,2.3,40357,1639,33,62,6,20.9,1757,93.28400683,1.87820148,3.528742174,0.341491178,3.01
62933,1.4,51250,1242,20,24,2,12.2,1313,94.59253618,1.523229246,1.827875095,0.152322925,3.44
62934,1.2,44539,821,4,0,15,7.3,840,97.73809524,0.476190476,0,1.785714286,3.14
62935,6,50592,1580,6,10,0,15.3,1624,97.29064039,0.369458128,0.615763547,0,2.63
62938,4.9,37063,2769,262,84,7,12.1,3170,87.35015773,8.264984227,2.649842271,0.220820189,2.47
62939,1.8,54107,3109,0,60,0,9.2,3180,97.7672956,0,1.886792453,0,2.98
62940,1.8,51125,274,0,6,0,11.7,281,97.5088968,0,2.135231317,0,3.65
62941,2.8,49028,917,12,33,0,12.3,986,93.0020284,1.21703854,3.346855984,0,2.79
62942,6,36250,581,0,0,0,16.1,583,99.65694683,0,0,0,2.85
62943,3.9,50682,428,0,0,0,29,428,100,0,0,0,3.41
62946,5.9,42500,11605,493,216,156,18.9,12819,90.5296825,3.845853811,1.68499883,1.216943599,2.81
62947,3.2,41875,370,0,0,10,17.1,380,97.36842105,0,0,2.631578947,2.59
62948,5,41690,12121,263,254,379,16,13296,91.16275572,1.978038508,1.910348977,2.850481348,2.86
62949,6.2,32039,672,7,7,0,22.4,729,92.18106996,0.960219479,0.960219479,0,2.49
62950,0,0,208,0,0,0,4.3,208,100,0,0,0,3.04
62951,8.1,37472,4617,47,62,37,18,4846,95.27445316,0.969872059,1.279405695,0.763516302,3.11
62952,1.8,39421,2851,34,59,9,18,2982,95.60697518,1.14017438,1.978537894,0.301810865,2.32
62953,2.3,28750,262,23,0,0,47,299,87.62541806,7.692307692,0,0,2.98
62954,0,61250,277,0,14,0,5.5,293,94.53924915,0,4.778156997,0,2.8
62956,3.1,43864,822,15,14,0,15.7,853,96.36576788,1.758499414,1.64126612,0,3.29
62957,3.6,29022,970,45,0,4,44.2,1024,94.7265625,4.39453125,0,0.390625,2.63
62958,2,54236,1811,101,63,113,16.2,2151,84.19339842,4.69549047,2.928870293,5.253370525,3.51
62959,2.8,52301,25162,1801,713,117,14.4,28419,88.53935747,6.337309546,2.508884901,0.4116964,3.94
62960,3.5,42147,10085,555,321,24,19.7,11260,89.56483126,4.928952043,2.85079929,0.213143872,2.81
62961,5.6,93250,36,0,0,0,0,36,100,0,0,0,2.94
62962,0,0,16,0,0,0,56.3,16,100,0,0,0,2.99
62963,7.8,34643,225,315,39,3,27.8,589,38.20033956,53.48047538,6.62139219,0.509337861,2.82
62964,4,31765,433,879,25,13,18.8,1392,31.10632184,63.14655172,1.795977011,0.933908046,2
62965,26.3,32955,68,0,12,0,11.3,80,85,0,15,0,3.71
62966,4.3,42708,13503,1364,154,104,16.7,15388,87.75019496,8.864049909,1.000779828,0.675851313,3.15
62967,2.2,40000,255,0,6,0,10.6,265,96.22641509,0,2.264150943,0,2.8
62969,6.5,40893,417,0,0,0,9.1,417,100,0,0,0,3
62970,3.7,46875,694,65,6,0,15.8,795,87.29559748,8.176100629,0.754716981,0,2.35
62972,3.3,43194,909,0,0,0,20.7,909,100,0,0,0,3.29
62974,3.3,40296,1559,0,0,0,15,1563,99.74408189,0,0,0,3.14
62975,5.8,30789,337,0,0,0,23.1,337,100,0,0,0,2.89
62976,3.5,46397,200,173,0,0,7.6,410,48.7804878,42.19512195,0,0,3.25
62977,1.6,53000,799,0,0,0,20.9,800,99.875,0,0,0,3.13
62979,3.3,42917,1076,0,10,0,15.8,1124,95.72953737,0,0.889679715,0,3.48
62982,14.6,24115,828,2,0,0,24.1,830,99.75903614,0.240963855,0,0,3.6
62983,1.7,40938,1324,29,21,0,17.5,1385,95.59566787,2.093862816,1.516245487,0,2.85
62984,7.8,38625,1820,10,34,0,23.8,1901,95.73908469,0.526038927,1.788532351,0,3.41
62985,2,46211,878,0,10,38,7.4,935,93.90374332,0,1.069518717,4.064171123,3.09
62987,10.1,41308,1279,12,0,0,17.5,1360,94.04411765,0.882352941,0,0,3.02
62988,3,46786,1211,398,19,0,25.1,1675,72.29850746,23.76119403,1.134328358,0,2.92
62990,2.8,36667,689,159,0,7,26.1,858,80.3030303,18.53146853,0,0.815850816,3.36
62992,3.4,24605,450,173,2,0,18.2,654,68.80733945,26.45259939,0.305810398,0,3.49
62994,0.7,57500,521,0,9,0,6.4,532,97.93233083,0,1.691729323,0,3.25
62995,3,43085,4343,1448,341,3,16.2,6166,70.43464158,23.48361985,5.530327603,0.048653909,3.89
62996,14.9,31438,296,80,0,0,12.5,408,72.54901961,19.60784314,0,0,2.71
62997,1.4,38750,580,0,0,4,16.1,584,99.31506849,0,0,0.684931507,3.03
62998,0,45357,308,0,0,0,18.2,308,100,0,0,0,2.91
62999,8.5,41310,1823,0,31,0,19.2,1861,97.95808705,0,1.665771091,0,3.16
63673,7,47891,1836,14,3,14,18.7,1883,97.50398301,0.743494424,0.159320234,0.743494424,2.64
,,,,,,,,,,,,,3.25
,,,,,,,,,,,,,2.88
